Covidence #,Study ID,Title,Reviewer Name,Last name of the first author,Title of the paper,Year when article was published,Aim of study,What type of design was used?,:,risk formulation variable 1,risk formulation variable 2,risk formulation variable 3,risk formulation variable 4,risk formulation variable 5,risk formulation variable 6,risk formulation variable 7,risk formulation variable 8,how was it measured? variable 1,how was it measured? variable 2,how was it measured? variable 3,how was it measured? variable 4,how was it measured? variable 5,how was it measured? variable 6,how was it measured? variable 7,how was it measured? variable 8,In what units is it assessed?  variable 1,In what units is it assessed?  variable 2,In what units is it assessed?  variable 3,In what units is it assessed?  variable 4,In what units is it assessed?  variable 5,In what units is it assessed?  variable 6,In what units is it assessed?  variable 7,In what units is it assessed?  variable 8,How was it computed? variable 1,How was it computed? variable 2,How was it computed? variable 3,How was it computed? variable 4,How was it computed? variable 5,How was it computed? variable 6,How was it computed? variable 7,How was it computed? variable 8,How many times was it measured? variable 1,How many times was it measured? variable 2,How many times was it measured? variable 3,How many times was it measured? variable 4,How many times was it measured? variable 5,How many times was it measured? variable 6,How many times was it measured? variable 7,How many times was it measured? variable 8,Study variable 1,Study variable 2,Study variable 3,Study variable 4,Study variable 5,Study variable 6,Study variable 7,Study variable 8,intervention variable 1,intervention variable 2,intervention variable 3,intervention variable 4,intervention variable 5,intervention variable 6,intervention variable 7,intervention variable 8,How many times was the intervention? variable 1,How many times was the intervention? variable 2,How many times was the intervention? variable 3,How many times was the intervention? variable 4,How many times was the intervention? variable 5,How many times was the intervention? variable 6,How many times was the intervention? variable 7,How many times was the intervention? variable 8,How long was the duration of the intervention? variable 1,How long was the duration of the intervention? variable 2,How long was the duration of the intervention? variable 3,How long was the duration of the intervention? variable 4,How long was the duration of the intervention? variable 5,How long was the duration of the intervention? variable 6,How long was the duration of the intervention? variable 7,How long was the duration of the intervention? variable 8,How long was the average interval between interventions? variable 1,How long was the average interval between interventions? variable 2,How long was the average interval between interventions? variable 3,How long was the average interval between interventions? variable 4,How long was the average interval between interventions? variable 5,How long was the average interval between interventions? variable 6,How long was the average interval between interventions? variable 7,How long was the average interval between interventions? variable 8,exposure variable 1,exposure variable 2,exposure variable 3,exposure variable 4,exposure variable 5,exposure variable 6,exposure variable 7,exposure variable 8,How many times was the exposure? variable 1,How many times was the exposure? variable 2,How many times was the exposure? variable 3,How many times was the exposure? variable 4,How many times was the exposure? variable 5,How many times was the exposure? variable 6,How many times was the exposure? variable 7,How many times was the exposure? variable 8,How long was the duration of the exposure? variable 1,How long was the duration of the exposure? variable 2,How long was the duration of the exposure? variable 3,How long was the duration of the exposure? variable 4,How long was the duration of the exposure? variable 5,How long was the duration of the exposure? variable 6,How long was the duration of the exposure? variable 7,How long was the duration of the exposure? variable 8,How long was the average interval between exposures? variable 1,How long was the average interval between exposures? variable 2,How long was the average interval between exposures? variable 3,How long was the average interval between exposures? variable 4,How long was the average interval between exposures? variable 5,How long was the average interval between exposures? variable 6,How long was the average interval between exposures? variable 7,How long was the average interval between exposures? variable 8,What domain is being analyzed?,:,temporal stability analyzed variable 1,temporal stability analyzed variable 2,temporal stability analyzed variable 3,temporal stability analyzed variable 4,temporal stability analyzed variable 5,temporal stability analyzed variable 6,temporal stability analyzed variable 7,temporal stability analyzed variable 8,how was it analyzed variable 1,how was it analyzed variable 2,how was it analyzed variable 3,how was it analyzed variable 4,how was it analyzed variable 5,how was it analyzed variable 6,how was it analyzed variable 7,how was it analyzed variable 8,test-retest stability result variable 1,test-retest stability result variable 2,test-retest stability result variable 3,test-retest stability result variable 4,test-retest stability result variable 5,test-retest stability result variable 6,test-retest stability result variable 7,test-retest stability result variable 8,temporal trend result variable 1,temporal trend result variable 2,temporal trend result variable 3,temporal trend result variable 4,temporal trend result variable 5,temporal trend result variable 6,temporal trend result variable 7,temporal trend result variable 8,mean difference result variable 1,mean difference result variable 2,mean difference result variable 3,mean difference result variable 4,mean difference result variable 5,mean difference result variable 6,mean difference result variable 7,mean difference result variable 8,which comparison was significant variable 1,which comparison was significant variable 2,which comparison was significant variable 3,which comparison was significant variable 4,which comparison was significant variable 5,which comparison was significant variable 6,which comparison was significant variable 7,which comparison was significant variable 8,test-retest time interval  variable 1,test-retest time interval  variable 2,test-retest time interval  variable 3,test-retest time interval  variable 4,test-retest time interval  variable 5,test-retest time interval  variable 6,test-retest time interval  variable 7,test-retest time interval  variable 8,temporal trend time interval variable 1,temporal trend time interval variable 2,temporal trend time interval variable 3,temporal trend time interval variable 4,temporal trend time interval variable 5,temporal trend time interval variable 6,temporal trend time interval variable 7,temporal trend time interval variable 8,mean difference time interval  variable 1,mean difference time interval  variable 2,mean difference time interval  variable 3,mean difference time interval  variable 4,mean difference time interval  variable 5,mean difference time interval  variable 6,mean difference time interval  variable 7,mean difference time interval  variable 8,:,type of participants variable 1,type of participants variable 2,type of participants variable 3,type of participants variable 4,type of participants variable 5,type of participants variable 6,type of participants variable 7,type of participants variable 8,characteristics of sample variable 1,characteristics of sample variable 2,characteristics of sample variable 3,characteristics of sample variable 4,characteristics of sample variable 5,characteristics of sample variable 6,characteristics of sample variable 7,characteristics of sample variable 8,main age category variable 1,main age category variable 2,main age category variable 3,main age category variable 4,main age category variable 5,main age category variable 6,main age category variable 7,main age category variable 8,(main) country of participants variable 1,(main) country of participants variable 2,(main) country of participants variable 3,(main) country of participants variable 4,(main) country of participants variable 5,(main) country of participants variable 6,(main) country of participants variable 7,(main) country of participants variable 8,number of participants variable 1,number of participants variable 2,number of participants variable 3,number of participants variable 4,number of participants variable 5,number of participants variable 6,number of participants variable 7,number of participants variable 8,prop. of female participants/average variable 1,prop. of female participants/average variable 2,prop. of female participants/average variable 3,prop. of female participants/average variable 4,prop. of female participants/average variable 5,prop. of female participants/average variable 6,prop. of female participants/average variable 7,prop. of female participants/average variable 8,mean age of participants variable 1,mean age of participants variable 2,mean age of participants variable 3,mean age of participants variable 4,mean age of participants variable 5,mean age of participants variable 6,mean age of participants variable 7,mean age of participants variable 8,SE of the age of participants  variable 1,SE of the age of participants  variable 2,SE of the age of participants  variable 3,SE of the age of participants  variable 4,SE of the age of participants  variable 5,SE of the age of participants  variable 6,SE of the age of participants  variable 7,SE of the age of participants  variable 8,SD of the age of participants variable 1,SD of the age of participants variable 2,SD of the age of participants variable 3,SD of the age of participants variable 4,SD of the age of participants variable 5,SD of the age of participants variable 6,SD of the age of participants variable 7,SD of the age of participants variable 8,lowest age of participants variable 1,lowest age of participants variable 2,lowest age of participants variable 3,lowest age of participants variable 4,lowest age of participants variable 5,lowest age of participants variable 6,lowest age of participants variable 7,lowest age of participants variable 8,highest age of participants variable 1,highest age of participants variable 2,highest age of participants variable 3,highest age of participants variable 4,highest age of participants variable 5,highest age of participants variable 6,highest age of participants variable 7,highest age of participants variable 8
777,Mertens 2022,Fear of COVID-19 predicts vaccination willingness 14 months later,Amanda Holzer,Mertens,Fear of COVID-19 predicts vaccination willingness 14 months later,2022,"In the current study, we examined whether fear of COVID-19 predicts vaccination willingness. In a longitudinal study (N = 938), fear for COVID-19 was assessed in April 2020 and vaccination willingness was measured in June 2021",longitudinal,"",worry ,"","","","","","","",Questionnaire,"","","","","","","",5-point likert,"","","","","","","","","","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","",1,"","","","","","","",2 years,"","","","","","","","","","","","","","","",health catastrophe,"",no,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
727,Bhatta 2022,"Incident respiratory disease among youths using combustible tobacco, electronic nicotine products, or both: a longitudinal analysis",Arzie Bajrami,Bhatta,"Incident respiratory disease among youths using combustible tobacco, electronic nicotine products, or both: a longitudinal analysis",2022,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
709,Bauer 2022,The longitudinal effects of stress and fear on psychiatric symptoms in mothers during the COVID-19 pandemic,Arzie Bajrami,Bauer,The longitudinal effects of stress and fear on psychiatric symptoms in mothers during the COVID-19 pandemic,2022,"In this study, we aimed to (1) describe psychiatric and sociodemographic factors during the COVID-19 pandemic among women with a history of PPD; (2) examine trajectories of depressive symptoms, anxious symptoms, perceived stress, and pandemic-related fears; and (3) assess the extent to which COVID-19 prevalence and pandemic-related stressors are associated with depressive and anxious symptom trajectories.",longitudinal,"",risk perception,"","","","","","","",scale,"","","","","","","","","","","","","","","","To assess perceived risk of specific COVID-19 threats, we asked questions adapted from the Perceived SARS-Related Risk Scale which inquires about fears, 
worries, and control about infection, transmission and survival of COVID-19. We aggregated these responses into a total COVID-19 risk perception score to enable us to assess change in risk perception continuously over time.","","","","","","","",24,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",COVID-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health catastrophe,"",no,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
645,Shiloh 2021,Adherence to COVID-19 Protective Behaviors: A Matter of Cognition or Emotion?,Amanda Holzer,Shiloh,dherence to COVID-19 Protective Behaviors: A Matter of Cognition or Emotion?,2021,To compare the relative strengths of cognitive and emotional factors in explaining variance in adherence to recommendations for protective health behaviors against the coronavirus disease 2019 (COVID-19).,longitudinal,"",worry,"","","","","","","",scale,"","","","","","","",7-point likert scale ,"","","","","","","",12 items,"","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health catastrophe,"",yes,"","","","","","","",pearson correlation ,"","","","","","","","Existential worry: .64
Psychosocial worry: .66","","","","","","","","","","","","","","","","","","","","","","","",both,"","","","","","","",3 months,"","","","","","","","","","","","","","","","","","","","","","","","",laypeople,"","","","","","","","","","","","","","","",adults,"","","","","","","",Israel,"","","","","","","",422,"","","","","","","",.49,"","","","","","","",41.99,"","","","","","","","","","","","","","","",15.08,"","","","","","","",18,"","","","","","","",70,"","","","","","",""
624,Ehlert 2020,Trouble on my mind: the effect of catastrophic events on people's worries,Arzie Bajrami,Ehlert,Trouble on my mind: the effect of catastrophic events on people's worries,2020,"this paper analyzes the effect of catastrophic events on people’s worries in terms of social, economic, and environmental issues. ",longitudinal,"",worry,"","","","","","","",single item,"","","","","","","",3-point Likert scale,"","","","","","","","worry in three domains: social, economic and environment","","","","","","","",3,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","terrorist attacks, financial crisis, nuclear disaster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",financial; nuclear power accidents ; Other: terrorism,"",yes,"","","","","","","",temporal trend,"","","","","","","","","","","","","","","",significant,"","","","","","","","","","","","","","","","social, financial and environmental worries for all 3 time points","","","","","","","","","","","","","","","",5 years,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
617,Cuadrado 2023,Development and Validation of the COVID-19 Worries and Fears Scale,Arzie Bajrami,Cuadrado,Development and Validation of the COVID-19 Worries and Fears Scale,2023,This study aims to develop and validate the CoV-WoFe to measure COVID-19-related worries and fears.,longitudinal,"",worry,"","","","","","","",scale,"","","","","","","","","","","","","","","","two different expected
factors [1]: CoV-Wo—worry about catching the virus and the perceived health implications of the COVID-19 consequences; and [2] CoV-Fe—the extent to which individuals feel afraid about
getting COVID-19 by showing uncontrollable physiological symptoms of fear and anxiety associated with COVID-19.","","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",COVID-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",natural catastrophe,"",no,"","","","","","","","
","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
613,Martens 2018,"Longitudinal associations between risk appraisal of base stations for mobile phones, radio or television and non-specific symptoms",Amanda Holzer,Martens,"Longitudinal associations between risk appraisal of base stations for mobile phones, radio or television and non-specific symptoms",2018,"To examine cross-sectional and longitudinal associations between risk appraisal measures and non-specific symptoms, and assess the role of subject characteristics (sex, age, education, trait negative affect) in a general population cohort.",longitudinal,"",risk,"","","","","","","",1 question,"","","","","","","",7-point likert ,"","","","","","","",1 item,"","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","Other: base stations for mobile, phones, radio or television","",yes,"","","","","","","",spearman correlation,"","","","","","","",0.55 ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1 year,"","","","","","","","","","","","","","","","","","","","","","","","",laypeople,"","","","","","","","","","","","","","","",adults,"","","","","","","",The Netherlands,"","","","","","","",1720,"","","","","","","",.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,"","","","","","","",60,"","","","","","",""
550,Cho 2020,Changes in Consumers' Food Purchase and Transport Behaviors over a Decade (2010 to 2019) Following Health and Convenience Food Trends,Arzie Bajrami,Cho,Changes in Consumers' Food Purchase and Transport Behaviors over a Decade (2010 to 2019) Following Health and Convenience Food Trends,2020,The present study aims to conduct consumer surveys on risky behaviors during food purchase/transport and their changes over time,longitudinal,"",risk,"","","","","","","",questionnaire,"","","","","","","","","","","","","","","","Q5. What do you buy first between food and nonfood items? Q6. What do you buy first between refrigerated/frozen foods or foods that can be stored at room temperature? Q7. Which factors do you consider when purchasing food?
","","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health,"",no,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
534,Baumgartner 2010,Assessing Causality in the Relationship Between Adolescents' Risky Sexual Online Behavior and Their Perceptions of this Behavior,Arzie Bajrami,Baumgartner,Assessing Causality in the Relationship Between Adolescents' Risky sexual Online Behavior and Their Perceptions of this Behavior,2010,The main aim of this study was to investigate the causal nature of the relationship between adolescents’ risky sexual behavior on the internet and their perceptions of this behavior,longitudinal,"",risk perception,"","","","","","","",scale,"","","","","","","", 0 (not at all dangerous) to 4 (very dangerous),"","","","","","","","Specifically, we asked participants: (1) ‘‘How
dangerous is it to search on the internet for someone to talk about sex?’’ (2) ‘‘How dangerous is it to search on the internet for someone to have sex?’’ (3) ‘‘How dangerous is
it to send on the internet photos or videos on which you are partly naked to someone you know only online?’’ (4)
‘‘How dangerous is it to send your address or telephone number online to someone you know only online?’’","","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health,"",yes,"","","","","","","",correlation,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",T1-T2,"","","","","","","",6 months,"","","","","","","","","","","","","","","","","","","","","","","","",laypeople,"","","","","","","","","","","","","","","",adolescents,"","","","","","","",the Netherlands,"","","","","","","",1445,"","","","","","","",0.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12,"","","","","","","",17,"","","","","","",""
481,Eggers 2017,"Predicting Primary and Secondary Abstinence Among Adolescent Boys and Girls in the Western Cape, South Africa",Arzie Bajrami,Eggers,Predicting Primary and Secondary Abstinence Among Adolescent,2017,the main goal of this study is to assess socio-cognitive correlates and adjusted predictors of early sexual activity and of intentions to abstain from sex (both primary and secondary abstinence,longitudinal,"",risk,"","","","","","","",scale,"","","","","","","",5-point Likert scale,"","","","","","","","Risk perceptions towards getting STI’s and HIV were
assessed by four items pertaining to susceptibility and severity.","","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health,"",yes,"","","","","","","",correlation,"","","","","","","","male: .49
female: .43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6 months,"","","","","","","","","","","","","","","","","","","","","","","","",laypeople,"","","","","","","",students,"","","","","","","",adolescents,"","","","","","","",South Africa,"","","","","","","",1670,"","","","","","","",0.61,"","","","","","","",13.6,"","","","","","","","","","","","","","","",1.01,"","","","","","","",12,"","","","","","","",16,"","","","","","",""
478,Barcenilla-Wong 2013,CONCERN AND RISK PERCEPTION FOR OSTEOPOROSIS AND FRACTURES AMONGST POST-MENOPAUSAL AUSTRALIAN WOMEN: RESULTS FROM THE GLOBAL LONGITUDINAL STUDY OF OSTEOPOROSIS IN WOMEN (GLOW) COHORT,Arzie Bajrami,Bacenilla-Wong,Concern and risk perception of osteoporosis and fracture among post-menopausal Australian women: results from the Global Longitudinal Study of Osteoporosis in Women (GLOW) cohort,2013,The purpose of this study is to identify factors associated with concern and perception of risks of osteoporosis and osteoporotic fractures and determine whether bone mineral density (BMD) testing influenced concern and risk perception.,longitudinal,"",risk perception,concern,"","","","","","",questionnaire,questionnaire,"","","","","","","","","","","","","","","Perception of risk of getting osteoporosis and having a fracture were both assessed by asking participants to rate their own risk of getting osteo-
porosis and also their own risk of having a fracture (i.e. a lot lower, a little lower, about the same, a little higher or much higher compared to other women their age). ","Concern about osteoporosis’ was assessed by asking participants to rate their level of concern about osteoporosis (i.e. very concerned, a little concerned or not at all concerned)","","","","","","",4,4,"","","","","","",single,single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health,"",no,no,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
467,Betsch 2018,How baby's first shot determines the development of maternal attitudes towards vaccination,Arzie Bajrami,Betsch,How baby's first shot determines the development of maternal attitudes towards vaccination,2018,"This study aimed to assess how and why attitudes become more pro-vaccine or vaccine-skeptical over time, and which sources are especially influential in this process.",longitudinal,"",risk perception,concern,"","","","","","",questionnaire,questionnaire,"","","","","","",0 (no risk) to 100 (very high risk),0 (no concern) to 100 (very high concern),"","","","","","",perceived risk of vaccine-adverse events and of vaccine-preventable disease,concerns about vaccine-adverse events and about vaccine-preventable disease ,"","","","","","",4,4,"","","","","","",single,single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",vaccination,vaccination,"","","","","","",3,3,"","","","","","","","","","","","","","",7.5 months,7.5 months,"","","","","","",health,"",yes,yes,"","","","","","",mean difference,mean difference,"","","","","","","","","","","","","","","","","","","","","","",significant,significant,"","","","","","","T0 - Follow- up 1 (+3Months)
T0 - Follow- up 2 (+6Months)
T0 - Follow- up 3(+14Months)
Follow up 1 (+3Months) - Follow- up 3(+14Months)","T0 - Follow- up 1 (+3Months)
T0 - Follow- up 3(+14Months)
","","","","","","","","","","","","","","","","","","","","","","",7.5 months,7.5 months,"","","","","","","",laypeople,laypeople,"","","","","","",mothers,mothers,"","","","","","",adults,adults,"","","","","","",Germany,Germany,"","","","","","",351,351,"","","","","","",1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,18,"","","","","","",49,49,"","","","","",""
458,Bearth 2021,Reactions of older Swiss adults to the COVID-19 pandemic: A longitudinal survey on the acceptance of and adherence to public health measures,Arzie Bajrami,Bearth,Reactions of older Swiss adults to the COVID-19 pandemic: A longitudinal survey on the acceptance of and adherence to public health measures,2021,"To improve public health communication, it is vital to understand, which sociodemographic and psychological factors drive older people’s acceptance of and compliance with public health measures.",longitudinal,"",risk perception,"","","","","","","",single items,"","","","","","","",7-point Likert scale,"","","","","","","","Personal risk perception was measured with three single items related 
to a) likelihood of infection, b) vulnerability to infection and c) severity 
of illness","","","","","","","",3,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",COVID-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health catastrophe,"",yes,"","","","","","","",mean difference,"","","","","","","","","","","","","","","","","","","","","","","",significant,"","","","","","","","Likelihood of infection and Vulnerability to infection: Wave 1 -Wave 2 (increased)
Wave 2 -Wave 3 (remained stable)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",laypeople,"","","","","","","","","","","","","","","",older adults,"","","","","","","",Switzerland,"","","","","","","",327,"","","","","","","",0.31,"","","","","","","",70,"","","","","","","","","","","","","","","",7,"","","","","","","",59,"","","","","","","",90,"","","","","","",""
454,Kent 2000,"The relationship between perceived risk, thought intrusiveness and emotional well-being in women receiving counselling for breast cancer risk in a family history clinic",Amanda Holzer,Kent,"The relationship between perceived risk, thought intrusiveness and emotional well-being in women receiving counselling for breast cancer risk in a family history clinic",2000,"This study was designed to assess changes in perceived risk, cognitive intrusions and distress in women undergoing counselling for familial risk of developing breast cancer. ",longitudinal,"",risk,"","","","","","","",scale,"","","","","","","",9-points likert,"","","","","","","","","","","","","","","",3,"","","","","","","",single,"","","","","","","",yes,"","","","","","","",1 ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",cancer ,"",yes ,"","","","","","","",correlation,"","","","","","","","T1-T2: 0.71
T1-T3: 0.73
T2-T3: 0.79","","","","","","","","","","","","","","","","","","","","","","","",All,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",laypeople,"","","","","","","","","","","","","","","",adults,"","","","","","","","","","","","","","","",69,"","","","","","","",1,"","","","","","","",36.8,"","","","","","","",UK,"","","","","","","",7.3,"","","","","","","",23,"","","","","","","",63,"","","","","","",""
448,Aslan 2021,Adaptation and validation of the Turkish version of the vaccine hesitancy 5 point Likert Scale,Amanda Holzer,Aslan,Adaptation and validation of the Turkish version of the vaccine hesitancy 5 point Likert Scale,2021,The objective of this study was to adapt and validate the Turkish version of the Vaccine Hesitancy 5-point Likert Scale which was originally developed by the WHO Strategic Advisory Group of Experts on Immunization. ,longitudinal,"",risk perception,"","","","","","","",questions ,"","","","","","","", 5-point Likert Scale,"","","","","","","","","","","","","","","",3,"","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health catastrophe,"",yes,"","","","","","","",test-retest,"","","","","","","",0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",two-week intervall,"","","","","","","","","","","","","","","","","","","","","","","","",adults,"","","","","","","",parents ,"","","","","","","",30,"","","","","","","",Turkey,"","","","","","","",306,"","","","","","","",60.8,"","","","","","","",31.6,"","","","","","","",0.279,"","","","","","","",4.88,"","","","","","","",20,"","","","","","","",49,"","","","","","",""
448,Aslan 2021,Adaptation and validation of the Turkish version of the vaccine hesitancy 5 point Likert Scale,Arzie Bajrami,Aslan,Adaption and validation of the Turkish version of the vaccine hesitancy 5 point Likert Scale,2021,The objective of this study was to adapt and validate the Turkish version of the Vaccine Hesitancy 5-point Likert Scale originally developed by the SAGE Working Group.,serial-cross sectional,"",risk,"","","","","","","",scale,"","","","","","","",5-point Likert Scale,"","","","","","","","","","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health catastrophe,"",yes,"","","","","","","",test-retest,"","","","","","","",0.97,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",two weeks,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
434,Bae 2022,"Examining ""untact"" tourism behaviour in South Korea during the COVID-19 pandemic: a two-wave longitudinal study (March and September 2020)",Arzie Bajrami,Bae,"Examining ""intact"" tourism behaviour in South Korea during the COVID-19 pandemic: a two-wave longitudinal study (March and September 2020)",2022,"this study aims to (a) examine individuals’ domestic travel experiences and patterns among Korean people, (b) develop a measurement scale for untact tourism from an emic perspective, and (c) demonstrate the major antecedents of untact tourism behaviour",longitudinal,"",risk perception,"","","","","","","",questionnaire,"","","","","","","","","","","","","","","","measured using two sub scales, cognitive and affective perception","","","","","","","",2,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",COVID-19,"","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","",health catastrophe,"",yes,"","","","","","","",mean difference,"","","","","","","","","","","","","","","","","","","","","","","",significant,"","","","","","","","affective risk perception T1-T2
cognitive risk perception T1-T2","","","","","","","","","","","","","","","","","","","","","","","",5 months,"","","","","","","","",laypeople,"","","","","","","","","","","","","","","",adults,"","","","","","","",South Korea,"","","","","","","",290,"","","","","","","",0.503,"","","","","","","",38.9,"","","","","","","","","","","","","","","","","","","","","","","",30,"","","","","","","",49,"","","","","","",""
426,Castro 2015,Perception of HIV risk and the quantity and quality of children: the case of rural Malawi,Amanda Holzer,Castro,Perception of HIV risk and the quantity and quality of children: the case of rural Malawi,2015,"This study introduces individual HIV risk perceptions, as a predictor of mortality, into a Q–N investment model",longitudinal,"",risk,"","","","","","","",scale,"","","","","","","",4-point likert scale,"","","","","","","",1 item,"","","","","","","",3,"","","","","","","",single,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",health,"",no,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
